question,response
"How do I cope with ""never being good enough?"" I'm always told I'm not good enough or trying hard enough. I put 100% in to every thing. I'm worn out, I've worked on all of my family relationships, I'm doing great in school, I'm kind to those in need and otherwise. I stick to my religious beliefs and leave room for mistakes and learn from others so I don't have to make as many and the ones I do I learn from. Somehow it's still not good enough and nothing I do works. Nothing has changed, and I feel hopeless. Any suggestions or ideas?","It sounds like you're making a lot of difficult changes and improvements, and it must feel incredibly discouraging to feel like no one values your journey. Is there anyone specific who is telling you you'll never be good enough? It's possible that you may need to work on setting boundaries with a critical person who is hindering your progress by making you feel this way."
"I'm addicted to smoking. How can I stop? I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental. I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?",When trying to quit an addiction it is imperative to decide what purpose the addiction serves. You said it is not a physical need but rather a mental need. What other ways could this need be alleviated?  A video I  often recommend to those who want to quit a habit is  🍰🍟🍔🍗🍩🚬ADDICTION🍻🍸📺🍆🛏️ 💊🛏️
"I'm addicted to smoking. How can I stop? I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental. I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?","While smoking can be incredibly difficult to quit doing, it's not impossible, so the first thing to NOT lose is hope. And certainly planning to have a baby can be exactly the catalyst that one needs to motivate to complete this sort of task. But, as I said, it still won't be easy, even with the motivation there.There is a definite physical component, but it's great that you can acknowledge the psychological addiction that exists. It would be helpful to dive into what that psychological need actually is, as it can vary from person to person (whereas the physical addiction doesn't as much, and therefor can be helped through gums and patches and inhalers, etc.) Exploring and getting to the root of the psychological need can help you to determine what is going on for you psychologically, and how else you can meet those needs of yours, perhaps in much healthier and more adaptive ways, that also help you to feel really good about yourself. While replacement is not always advocated, having psychological needs is not something to be ashamed of, but rather nurtured."
"I'm addicted to smoking. How can I stop? I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental. I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?","It is very good news that you realize the risks of smoking cigarettes while pregnant and are willing to stop.Thinking about smoking is a typical and frequent reaction to being without the substance.Be creative with what you know about yourself to distract you when this psychological urge comes up.  My suggestions are to imagine smoking if you find this would relieve the sense of wanting to smoke.Or, do the opposite and remind yourself of all the good reasons to not smoke.Also, since you're planning pregnancy then ask your partner for ideas on how to make the psychological feeling to want to smoke, feel less intense.Another suggestion is that your partner is your texting buddy to stop smoking.   With AA groups, a sponsor is always available for the alcoholic who feels distress about the urge to drink.   Having a trusted and caring person to tell about your problem helps in many situations.  Maybe it will help you to stop smoking.Good luck!"
"I'm addicted to smoking. How can I stop? I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental. I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?","It's very admirable that you are trying to stop smoking for the sake of your health and your child's health.  The mental aspect of quitting a drug can and usually is the hardest part.  First, it can be helpful to change the focus of your thinking so you are focusing on the healthy behaviors you will start/improve rather than only focusing on the behavior that you are trying to stop.  The reason for this is that our brains hear the main topic of our thoughts.  That is, when you tell yourself ""quit smoking, quit smoking, quit smoking"", your brain hears ""smoking, smoking, smoking"".  So we need to put together a self-care plan that addresses your thinking, emotions, and behaviors (nutrition, physical activity, and other stress reducing activities).  The idea is to have an effective plan in place to both prevent yourself from feeling intense stress (which increases cravings) and to have a well-placed plan for when the intense cravings inevitably present themselves.  And lastly, and possibly the most important; You have to believe you deserve to be the healthiest version of yourself.  Think about the times when you are most vulnerable to smoke (stressful situations, after meals, when drinking, social situations, etc.).  The use of affirmations is also an important resource as what we say to ourselves effects our mood.  Repeatedly telling yourself ""i am healthy, ""i am getting healthier, ""my lungs are becoming clear and healthy"" or other affirmations like this.  Even if you don't believe them at first, continue saying them.  This step is important to improve cognitive flexibility which trains your brain to be open to change.  Think about activities that you like to do or that you would like to try and replace smoking with those activities.  Any activity that can make you laugh (time with friends, watching comedies, etc.) will evoke a calming response because when we feel happy, we typically don't feel stressed out simultaneously."
"I'm addicted to smoking. How can I stop? I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental. I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?","I understand how challenging this is, especially with such an important reason to quit. The mental cravings you're describing are very real and often harder than the physical withdrawal. Here are some strategies that can help:
For the mental cravings:

Identify your triggers - Notice when the urge hits. Is it after meals, during stress, with coffee, or in social situations? Once you know your patterns, you can plan alternatives.
Delay and distract - When a craving hits, tell yourself you'll wait 10 minutes. Often the urge will pass. During that time, do something engaging - call someone, take a walk, drink water, or use a fidget toy.
Replace the ritual - Much of smoking is habitual behavior. Find a substitute ritual: deep breathing exercises, chewing gum, holding a stress ball, or drinking tea. The physical action can satisfy some of that mental need.
Change your self-talk - Instead of ""I can't smoke,"" try ""I don't smoke"" or ""I'm protecting my future baby."" This shifts your identity rather than feeling deprived.

Practical support:

Consider nicotine replacement therapy (NRT) - Patches, gum, or lozenges can help with physical cravings while you work on the mental habit. Talk to your doctor about what's safe for pregnancy planning.
Get professional help - Your doctor can prescribe medications like varenicline (Chantix) or bupropion if appropriate. Quitlines (like 1-800-QUIT-NOW in the US) offer free coaching.
Build accountability - Tell people you're quitting. Join a support group or use apps like Smoke Free or QuitGuide that track progress and provide encouragement.

Timeline awareness:
The first 3 days are typically the hardest physically. Mental cravings can persist longer but become less intense and less frequent over weeks. Most people find significant relief after 2-4 weeks.
Since you're planning for pregnancy, quitting now is one of the best things you can do for your future baby's health - and your own. Would it help to talk through specific situations where you struggle most?"
"I'm addicted to smoking. How can I stop? I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental. I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?","Quitting smoking can be difficult. It's also true that there is part that is sometimes a physical need and a part that is often connected to emotions in some way. From the way that you wrote this, it sounds like you may have been able to stop smoking physically, but still have cravings.One thing you can do is talk with your primary care physician or OB/GYN about whether there is anything that you can take to help with the cravings. Sometimes that can very helpful.As far as the more emotional or mental piece, these things come to mind:Sometimes a crucial part is looking at the habit of smoking and seeing what else you can do to keep your mind and hands busy. There are sometimes toys, like those available at Office Playground, that may help to keep you physically occupied.There can also be changes or additions to your routine because I imagine that smoking took up a great deal of your time. Maybe when you have the temptation to get up and go to have a cigarette, you could have several other things that you can get up and do instead. The list is endless, but a few examples could be doing some physical exercise (with the permission of your doctor) just for a couple minutes because that could help with the craving as well, completing a puzzle, learning a new activity that requires using your hands (painting or knitting, perhaps).Another piece of quitting smoking is often linked to anxiety or other emotional changes, perhaps irritability. Depending on what it is that you may be feeling,  learning other strategies to use can be helpful as well.This can all be quite overwhelming and a very big life change. I would recommend that if things do not become easier for you, consider talking with a therapist. Then you could not only have some more strategies or ideas directly related to you, but you could have very direct support for what you are trying to do.I give you a lot of credit!"
"I'm addicted to smoking. How can I stop? I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental. I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?","Hi. Good for you in planning ahead to do what's healthiest for your baby (and yourself). That's a great first step! It's also good that you are able to identify that it's not always a physical need that's driving the addiction.For the next steps, I would suggest trying to figure out when the psychological cravings for a cigarette occur. The psychological (or mental) cravings are usually based out of habit, such as having a cigarette after a meal. And if you're consciously trying to quit, you'll find the craving starts with simply thinking about having a cigarette, then usually moves on to thinking about how good it made you feel, etc., etc. Well, if I'm on a diet and I continue to let myself think about the ice cream sitting in the freezer, eventually I'll give in and eat it.You're going to have thoughts about smoking a cigarette. That's normal and, for the most part, out of your control. But you choose whether or not to CONTINUE thinking and dwelling about it after that initial thought. That's what you would have to work on changing. When you have that initial thought, acknowledge it (""Ok, I kind of want a cigarette now.""), but then change the thoughts that typically follow. Distract yourself, think about something else, do something else, whatever it takes to get your mind off of that cigarette.I've suggested to clients before that they should plan these scenarios out ahead of time so they already know what they're going to do when the time comes. Write down when you usually have the craving for a cigarette and then write down new thoughts or things to do to get your mind off of it. Eventually, it will become easier and easier to brush off that initial thought until you no longer have it.Best of luck, and you have a really great motivator to quit - your baby!"
"I'm addicted to smoking. How can I stop? I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental. I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?","It sounds like you understand that some parts of your smoking are not due to physical urges, and are instead influenced by thoughts and mental states. I would suggest that instead of trying to get rid of this addiction all at once, you try to make a plan to gradually change your habits and replace your smoking urges with more positive behaviors. Do you have friends or family you could lean on to support you while you attempt to stop smoking?"
"I'm addicted to smoking. How can I stop? I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental. I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?","First off, congratulations on making the decision to start a family. That is a powerful motivator, and it’s completely normal to feel like the mental ""itch"" is harder to scratch than the physical one. Nicotine leaves your system in a few days, but the mental habits can linger much longer.

Here is a breakdown of how to tackle both the psychological cravings and the lifestyle shifts needed to quit for good.

---

## 1. Deconstruct the ""Mental"" Need
When you say it's mental, you’re usually talking about **triggers**—specific times, places, or emotions that your brain has hard-wired to a cigarette.

* **The 5-Minute Rule:** Most intense cravings only last about 3 to 5 minutes. If you can distract yourself for those 300 seconds, the ""need"" usually subsides.
* **Identify Your ""Whys"":** Do you smoke when you're stressed? Bored? Finished with a meal? Once you identify the trigger, you can create a ""If/Then"" plan.
    * *Example:* ""If I feel stressed after work, then I will listen to a 5-minute podcast instead of lighting up.""

## 2. Practical Strategies for the ""Mental Itch""
Since your hands and mouth are used to the habit, give them something else to do:

* **The Oral Substitute:** Keep cinnamon sticks, celery, or sugar-free gum nearby. Sometimes the brain just wants the ""sensorimotor"" action of smoking.
* **Deep Breathing:** Smoking forces you to take long, deep breaths. You can get a similar calming effect by inhaling deeply through a straw or just practicing ""box breathing"" (inhale 4s, hold 4s, exhale 4s, hold 4s).
* **Change Your Environment:** If you always smoke on the balcony, avoid the balcony for two weeks. If you smoke while drinking coffee, switch to tea for a while to break the association.

## 3. Prepare for Parenthood (The Big ""Why"")
Since you are planning for a baby, use that vision as an anchor:

* **The ""Baby Box"":** Put the money you would have spent on cigarettes into a glass jar. Watch it grow and use it specifically for something for the nursery.
* **Health Fact Check:** Remind yourself that quitting now—*before* conception—optimizes your fertility and ensures the healthiest possible environment for a developing baby. It’s the first gift you are giving your future child.

---

## 4. Professional Resources
You don't have to white-knuckle this alone. Because you are planning a pregnancy, some medications might be better than others.

| Resource Type | Benefit |
| :--- | :--- |
| **Consult your GP** | They can discuss NRT (Nicotine Replacement Therapy) like patches or gum, and ensure they are safe for your specific preconception timeline. |
| **CBT (Therapy)** | Cognitive Behavioral Therapy is excellent for ""rewiring"" the mental addiction and managing the anxiety that comes with quitting. |
| **Quitlines** | Calling a support line (like 1-800-QUIT-NOW) provides immediate human interaction during a craving. |

---

### A Quick Reality Check
It is a myth that you need ""willpower"" to be perfect. Most successful ex-smokers tried to quit several times before it stuck. If you slip up, don't throw away the whole goal. Just acknowledge the trigger and start again at the next hour.

What is the specific time of day when you find it hardest to resist the thought of smoking?"
"I'm addicted to smoking. How can I stop? I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental. I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?","Quitting smoking, especially when preparing to have a baby, is a significant and commendable decision. While it can be challenging, it's entirely achievable with the right strategies and resources. Here are some effective steps to help you stop smoking:

1. Build Your Motivation
Focus on your ""why"": Remind yourself that quitting smoking improves your health and increases your chances of having a healthy pregnancy and baby.
Make a list of benefits, such as better fertility, reduced risks of complications, and being a healthier role model.
Visualize your future—a smoke-free life for you and your child.
2. Seek Professional Support
Consult a healthcare provider: Speak with your doctor or a specialist about quitting smoking. They can provide personalized advice and help you choose the best methods.
Nicotine Replacement Therapy (NRT): Options like nicotine patches, gums, or lozenges can help reduce cravings while you gradually wean off nicotine. However, consult your doctor before using NRT if you're planning a pregnancy.
3. Address the Mental Aspect
Practice mindfulness: When the urge to smoke arises, pause and focus on your breathing. Acknowledge the craving without acting on it—it will pass.
Identify triggers: Keep a journal to track when and why you feel like smoking. Replace smoking with healthier habits during these moments, such as drinking water, chewing gum, or taking a walk.
Distract your mind: Engage in activities that occupy your hands or mind, like knitting, drawing, puzzles, or exercise.
4. Create a Quit Plan
Set a quit date: Pick a specific day to quit smoking entirely and prepare for it.
Remove temptations: Discard cigarettes, lighters, and ashtrays from your home, car, and workplace.
Replace smoking rituals: If you smoke with coffee, switch to tea or water. If you smoke during breaks, try stretching or chatting with a supportive friend instead.
5. Build a Support System
Tell your loved ones: Share your plan to quit smoking with friends and family. Their encouragement can help you stay accountable.
Join a support group: Look for local or online groups where you can share experiences and learn from others who are quitting.
6. Manage Stress
Practice relaxation techniques: Deep breathing, meditation, or yoga can help reduce stress and keep your mind calm.
Exercise regularly: Physical activity releases endorphins, which can improve your mood and reduce cravings.
Prioritize sleep: Good rest helps your body and mind recover, making it easier to resist urges.
7. Consider Behavioral Therapy
A counselor or therapist can help you understand the mental patterns behind your addiction and develop coping strategies to overcome them.
8. Celebrate Small Wins
Reward yourself for milestones—one day, one week, one month smoke-free.
Use the money you save from not buying cigarettes to treat yourself to something you enjoy.
9. Be Prepared for Slip-Ups
If you slip and smoke, don’t give up. Reflect on what triggered it and adjust your plan to prevent it from happening again.
10. Apps and Resources
Use apps like QuitNow, Smoke Free, or MyQuitCoach to track progress, receive motivation, and manage cravings.
Access quitline services such as the National Tobacco Quitline (1-800-QUIT-NOW) for free support.
Final Thoughts
Quitting smoking is a process, and it’s okay to seek help and take small steps. You’re not just doing this for yourself but also for your future child—and that’s a powerful motivator. Every cigarette you don’t smoke is a victory, so celebrate your progress and keep moving forward. You’ve got this!"
"I'm addicted to smoking. How can I stop? I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental. I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?","Breaking any habit is no easy feat.   Cutting down or cutting out cigarettes is very challenging, and there aren't any one size fits all solutions.  Fortunately, there are a lot of tricks and tools that you can use to stop smoking.  1. Many habits that we have are paired habits. If we do one thing, then we will do the other thing.  Think about the activities that you do when smoking and try to pair those activities with another activity other than smoking.  For instance, many people smoke while they drive.  Consider planning another activity to do while driving. (It might not be driving for you, but you get the idea! :)).  It might be taking a walk instead of smoking on your break at work.  2.  Create distance between you and the habit you are trying to break.  This approach could be used in a variety of different ways.  If you smoke first thing in the morning, consider leaving your cigarettes in a different room in your home.  Walking the extra couple of feet could help you decide not to smoke.   Leave your credit or debit cards at home and carry less emergency cash than a pack of cigarettes.  With this strategy, you are trying to create some distance between you the cigarettes so that you have to jump through extra hoops to get them.  3.  Consider cutting back before cutting out.  If you are smoking 10 cigarettes a day, try smoking 9. Then cut back to 8 and so on.  Having a plan to reduce harm may be more sustainable than cutting things out altogether. 4.  You could also talk to your doctor about the safety of nicotine patches. If you aren't already pregnant, this could be a great resource to help boost your success.  5. Focus on what you are gaining instead of what you are loosing. You may be losing cigarettes, but you are gaining money, health, taste buds, an increased sense of smell, lung capacity, a healthy baby etc.  You could plan small rewards/ treats with the money you save from decreasing cigarette purchases.  I recommend making these purchases small and frequent to keep up the momentum rather than waiting for a big payout a couple of months down the road.  Good luck! Cutting out cigarettes will be good for you and your baby."
"I'm addicted to smoking. How can I stop? I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental. I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?","It can be challenging to quite anything once we set our mind to it.  We often crave the things more that we know we can not or should not have.  With that being said I would encourage you to become aware of the chemical dependency part that cigarettes have on your brain and your body.  Then make yourself aware of the mental part the habit part.  Often times people will engage in smoking again just from the mere social aspect of it.  Make yourself aware of these and devise a plan of the things you will do instead of going out on smoke breaks, or the ritual of smoking in the car on on the back porch.  There are plenty of support groups out there to help with this as well.  Smoking cessation is a good resource."
"I'm addicted to smoking. How can I stop? I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental. I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?","First off, I would like to congratulate you on making the decision to stop smoking.  The next thing I want to share is that there are so many different ways to kick the habit. Some people find solace in groups, while others prefer to see a counselor about this individually. Remember, that the crux of addiction is feeling one way and using a substance or thing to feel a different way.  My suggestion is to find an addiction counselor and create an individualized plan together to help you stop smoking . Your chances of stopping smoking are much higher when you have professional support and a plan to work on outside of your sessions."
"I'm addicted to smoking. How can I stop? I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental. I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?","Hopefully you feel you have the time to follow this procedure.1. For a week - log when you smoke - time, place and activity2. Plan on cutting back 10% for a week.Cut out the easiest times.3.Next change the times and and activities for 3 days - consider water or candy or gum if it is very tough. 4. Cut another 10% each week until you are done."
"What can I do to help my dad stop drinking? Or how to send him somewhere that can help him, something like The Baker Act.","It’s not always easy to help someone stop drinking, but there are some steps you can take. First, try to talk to your father about how his drinking is affecting you and those around him. Let him know that you’re concerned about him. Offer to help him find treatment or support groups in your area. Offer to attend meetings or therapy sessions with him. It may also be helpful to suggest alternative activities for him to do instead of drinking."
"What can I do to help my dad stop drinking? Or how to send him somewhere that can help him, something like The Baker Act.","Helping a loved one, like your dad, stop drinking is a challenging but compassionate goal. It’s important to approach this situation with understanding, patience, and the right resources. Let’s break this into steps:

1. Understand the Situation
Know the Scope of the Problem: Determine how severe your dad's drinking is. Is it occasional, daily, or affecting his health, relationships, or work? If it’s severe, it may require professional intervention.
Recognize Alcoholism as a Disease: Alcoholism (or Alcohol Use Disorder – AUD) is a medical condition. Stopping isn’t just about willpower; it often requires support and treatment.
2. Have a Compassionate Conversation
Choose the Right Time: Talk with your dad when he is sober, calm, and open to discussion.
Be Non-Judgmental: Use “I” statements to express your concerns. For example:
“I’m worried about your health because of how much you’re drinking.”
“I feel scared when I see how drinking is affecting you.”
Offer Support: Let him know you’re there to help, not to judge or control him.
3. Encourage Professional Help
Suggest Treatment Options: Encourage your dad to seek help from:
A doctor for medical advice.
Therapists or counselors specializing in substance abuse.
Rehabilitation centers for more intensive services.
Support groups like Alcoholics Anonymous (AA).
Share Resources: Provide him with contact information for local services.
4. Consider Involuntary Intervention (Last Resort)
If your dad’s drinking is severely endangering his health or safety (or the safety of others), involuntary intervention might be necessary. This depends on local laws and procedures:

The Baker Act (Florida): This law allows for involuntary psychiatric evaluation if someone is a danger to themselves or others due to mental illness. However, substance abuse alone may not qualify unless it’s accompanied by mental health issues.
The Marchman Act (Florida): This law specifically allows for the involuntary assessment and treatment of individuals with substance abuse issues. You can petition the court for this if your dad is unable to make rational decisions about his own care and is at risk.
If you are in another state or country, research the relevant laws or talk to a lawyer or social worker to explore similar options.

5. Take Care of Yourself
Supporting a loved one with addiction can take a toll on your own mental and emotional health. Make sure you:

Seek support for yourself through Al-Anon or similar groups for families of alcoholics.
Set boundaries to protect your own well-being.
Reach out to a therapist or counselor for guidance.
6. Find Local Resources
Here are ways to locate help:

SAMHSA’s Helpline (U.S.): Call 1-800-662-HELP (4357) for confidential, free information and referrals to treatment facilities.
Substance Abuse Treatment Locator: Visit findtreatment.gov.
Talk to a Social Worker: They can help you navigate local resources.
Final Notes
You can’t force your dad to change, but you can provide support, encouragement, and options for help. If he refuses, focus on ensuring his safety and your own mental health, and don’t hesitate to seek professional guidance for the next steps."
"What can I do to help my dad stop drinking? Or how to send him somewhere that can help him, something like The Baker Act.","I'm really glad you're reaching out about this. Helping a parent with alcohol use is incredibly difficult, and it's clear you care deeply about your dad.
A few important things to know:
The Baker Act (Florida's involuntary commitment law) only applies in Florida and is specifically for mental health crises where someone is a danger to themselves or others. Most states have similar laws, but they're typically reserved for immediate psychiatric emergencies - not specifically for substance use unless there's an acute crisis happening.
For substance use, you have some options:
1. Have a conversation (when he's sober)

Express specific concerns: ""I've noticed X, and I'm worried""
Use ""I"" statements to avoid defensiveness
Avoid lecturing or ultimatums initially
Consider having other family members present for support

2. Research treatment options together

Outpatient programs (therapy, AA, SMART Recovery)
Intensive outpatient programs (several hours/week)
Inpatient rehab (residential treatment)
Medical detox if he's drinking heavily (stopping suddenly can be dangerous)

3. Consult with professionals

His doctor (if he'll go or you can speak with them)
Addiction counselors who can assess and recommend treatment
Al-Anon for yourself - support for families of people with alcohol use disorder

4. In New York (where you are), involuntary commitment for substance use is possible but requires:

Evidence of imminent danger to self or others
Mental Health Court proceedings
This is generally a last resort for crisis situations

If there's an immediate crisis (suicidal thoughts, dangerous behavior), call 988 (Suicide & Crisis Lifeline) or go to an ER.
Would it help to talk through what specific behaviors you're seeing, or where your dad is in terms of acknowledging the problem? That can help determine the best next step."
"What can I do to help my dad stop drinking? Or how to send him somewhere that can help him, something like The Baker Act.",Your dad needs to be aware that he has a problem and be willing to make some changes in order for him to be motivated to stop.  Often times individuals will be forced to stop when they were not ready.  Remember we can not ever make someone do something they do not want to do.  There needs to be at least a little willingness on the other party to make some changes.  I would encourage you to reach out to your family or other loved ones and have a conversation with your dad regarding your concerns.
"What can I do to help my dad stop drinking? Or how to send him somewhere that can help him, something like The Baker Act.","More information would be needed for me to accurately answer this question, such as your age, whether you live with your dad or not, and what other family members live in the household. Something like this, alcoholism, is a whole family disease. In other words, family members often unknowingly contribute to the alcoholism and enable the alcoholic to continue the destructive behavior.First of all, you can’t make your dad do anything, and constantly nagging him or begging him to stop is just going to make him defensive and make this worse. Nobody can change another person. What you can do is change how you react to him and the things that you and other family members do for him. Research codependency. There’s a great book called Codependent No More. There are a lot of articles on the internet that you can read. In short, you have to stop enabling him. Like I said, you cannot control him, but you can control yourself. This means do not buy his alcohol. Do not make it easy for him to get. Don’t loan him the car keys or pay any household bills for him. Don’t call in sick to work for him or make excuses for him in any way. Do not bail him out of jail when he gets arrested. He needs to be responsible for himself. This may mean losing his job or losing his driver’s license. This may mean that he loses his family if he doesn’t stop. What you and your family can do is set boundaries about what you will put up with. It is his choice to drink, but it is your choice to put up with the behaviors of his drinking. A lot of people go into rehab because their spouse said if they don’t then they are getting a divorce.If you are an adult and you don’t live with your dad, then the best thing you can do for him is STOP doing things for him. If you are a child who lives at home with him, then this could be a case for child protective services. In my state this is called DHS. A report is made to this organization for child abuse or neglect. Substance abuse in the home qualifies. Of course, alcohol is legal and when consumed in moderation, there is no problems. The problem will be the result of his alcohol consumption. Does he drive with children in the car while intoxicated? Is he left to care for minors while in an intoxicated state? Are there any domestic violence issues due to his drinking? This could be a reason for the authorities to step in. You can look for a local meeting for family members of alcoholics. They are similar to the AA meetings that an alcoholic should go to, but are for the family members. They can help you."
"What can I do to help my dad stop drinking? Or how to send him somewhere that can help him, something like The Baker Act.","Helping someone you love with an alcohol addiction is incredibly heavy. It’s a delicate balance of trying to save them while protecting your own peace of mind.

If you are in **Florida**, you’re actually looking for the **Marchman Act**, not the Baker Act. While they feel similar, they serve different purposes.

### The Marchman Act (Florida’s ""Substance Abuse"" Law)
The Baker Act is specifically for mental health crises (like suicidal thoughts). If the primary issue is drugs or alcohol, the **Marchman Act** is the legal tool designed to help.

* **How it works:** It allows family members or ""three people with personal knowledge"" to petition the court for an involuntary assessment and, eventually, treatment for someone struggling with substance abuse.
* **The Criteria:** You generally have to prove that your dad has lost the power of self-control regarding alcohol and either:
    1.  Is likely to inflict physical harm on himself or others.
    2.  Is so impaired that he doesn't understand the need for care and cannot make a rational decision about it.
* **The Process:** You would go to your local Clerk of Court to file the petition. If a judge agrees, they can order him to be picked up for a 5-day assessment, which can be extended to 60 or 90 days of court-ordered treatment.

### Immediate Practical Steps
Beyond the legal route, here is how you can navigate the situation right now:

* **Avoid ""Drunk Discussions"":** Logic doesn't work when he's under the influence. Wait for a ""sober window,"" usually in the morning, to talk. 
* **Use ""I"" Statements:** Instead of ""You’re ruining everything,"" try ""I feel scared and helpless when I see how much you’re drinking."" It lowers the defensive wall.
* **Set Hard Boundaries:** You can't control his drinking, but you can control your environment. This might mean ""I won't be around you when you're drinking"" or ""I won't buy alcohol for you or cover for you at work.""
* **Watch for Withdrawal:** If he decides to stop ""cold turkey,"" be very careful. Alcohol withdrawal can be life-threatening (seizures or Delirium Tremens). If he starts shaking, hallucinating, or becomes extremely confused, call 911 immediately.

### Support for YOU
You cannot ""fix"" him alone, and you shouldn't have to.
* **Al-Anon:** This is a support group specifically for people like you—friends and family of alcoholics. It’s life-changing for many because it shifts the focus from ""how do I change him?"" to ""how do I stay sane?""
* **SAMHSA National Helpline:** Call **1-800-662-HELP (4357)**. It’s free, confidential, and they can help you find local treatment centers that handle involuntary admissions.

Does he have a primary doctor or a friend he still listens to who might be able to help you stage a conversation?"
Can I sign my brother into a mental health facility? My brother has been diagnosed with paranoid schizophrenia and has not been taking his medication. He's been using methamphetamine and alcohol and was found sleeping naked in my step mom driveway in 12 degree weather. I was adopted in by his dad (who just passed) and his mother will not Get involved because she's afraid of financial responsibility. Do I have the rights to be able to sign my brother into mentalhealth facility?,"Hello, My heart goes out to you, your brother, and your family, dealing with a very painful and difficult situation. In New York, you can't institutionalize someone else directly. You can, however, call the police or EMS. If they agree that he would benefit from hospitalization (and it sounds like they would), he can be held in the hospital for up to 72 hours, whether he agrees or not. Some hospitals will not hold a person that long, in spite of what we might want. I have seen many patients in and out of hospitals countless times, and it has been my experience that it can be extremely difficult to hold a person long enough to achieve good stability and an appropriate after-care plan. Hospitals in NYC tend to take a ""patch and release"" approach more often than I would like. It's been my experience that family makes a difference. Assertive, knowledgeable, persistent family can improve the quality of your loved one's care. Hospitals are highly pressured to discharge people quickly but they can not discharge a homeless person without someplace to go. If your family is willing to accept your brother, that will be the path of least resistance for the hospital. If the family refuses, they will be forced to find another path for him. You can also pressure the hospital to refer to rehab after psychiatrically stablized (which may only take a few days) and that may give your brother more time to begin making clear-headed decisions. If your brother has a psychiatrist, that person should be actively involved. I had a patient patched-and-released three times, in spite of my advocacy and him literally begging to remain and stop his voices. We finally got a 90 day hospitalization because I strong-armed his psychiatrist into demanding that the hospital stabilize his patient.  If your brother has a history of non--compliance with oral medications, you can push the hospital for injection, which again will help your brother stay stable for longer. Best wishes to you and your family."
